class_labels,query
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face', 'human face', 'human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'skirt & dress', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'others', 'shoes', 'shoes', 'shoes', 'shoes', 'shoes', 'shoes', 'shoes', 'shoes', 'shoes']",student cheerleading costumes
['toys'],direct shilly-car
"['top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'bottom clothes (trousers, pants, etc.)']",fashion autumn sweater
"['toys', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'others']",boys short-sleeved t-shirt
"['top clothes (coat, jacket, shirt, etc.)']",student long-sleeved shirt
"['top clothes (coat, jacket, shirt, etc.)']",spring models domestic dress
"['top clothes (coat, jacket, shirt, etc.)']",featured middle ages coat
"['bottom clothes (trousers, pants, etc.)']",comfortable slim jeans
"['toys', 'toys', 'toys', 'toys', 'toys', 'toys']",play house children's educational toys
"['top clothes (coat, jacket, shirt, etc.)', 'human face']",wind spring and summer jacket
"['top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",cotton summer t-shirt
"['others', 'snacks, nuts, liquor and tea']",physical cooking oil
"['others', 'toys', 'bottle drink', 'toys', 'bottle drink', 'others', 'others', 'others', 'others']",appliqués primary school wall stickers
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",long section of white gold necklaces
"['others', 'others']",look four seasons flower
"['others', 'others', 'others', 'others']",hardcover genuine books
"['others', 'human face', 'top clothes (coat, jacket, shirt, etc.)']",copper dragon home ornaments
"['others', 'others', 'others', 'others']",self custom bags
['others'],slipknot accessories curtain buckle
"['furniture', 'furniture']",plate office file cabinet
"['shoes', 'shoes']",trendy flat low-top shoes
"['shoes', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'shoes']",loose small fresh clothing
"['bottom clothes (trousers, pants, etc.)', 'shoes', 'shoes']",long sections put on a large women's
['others'],ball rechargeable trimmer
['others'],one day books
"['others', 'toys', 'toys', 'others']",rain students books
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",summer short-sleeved t-shirt
['others'],art new vision books
"['top clothes (coat, jacket, shirt, etc.)']",spring models retro dress
"['others', 'others', 'others', 'others']",stainless steel kitchen scissors
"['human face', 'skirt & dress', 'luggage, leather goods']",pure linen long section of dress
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",men's casual shirt
['others'],dragon knight books
"['others', 'toys', 'toys', 'others', 'toys', 'toys', 'others', 'toys', 'toys', 'toys']",children's high-speed puzzle
"['top clothes (coat, jacket, shirt, etc.)']",lace spring vest
"['makeup, perfume, beauty tools and essential oils']",textile spray oil soap
"['top clothes (coat, jacket, shirt, etc.)', 'shoes', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",korean version of short-sleeved pajamas suit
"['others', 'top clothes (coat, jacket, shirt, etc.)']",casual and long sections suit
"['shoes', 'shoes']",pointed net red low-top shoes
"['human face', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'bottom clothes (trousers, pants, etc.)', 'shoes', 'bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes']",temperament korean version of skirts
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",middle-aged bow hair accessories
"['skirt & dress', 'others']",waist thin dress
['others'],have been and nephrite jewelry
"['top clothes (coat, jacket, shirt, etc.)', 'human face', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",short-sleeved ms. quick-drying t-shirt
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face']",sleeve spring women's
"['top clothes (coat, jacket, shirt, etc.)']",brushed spring and autumn t-shirt
"['others', 'others']",hd travel single power micro single
"['others', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'others']",irregular street beat glasses
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",summer thin sweater
"['others', 'others']",lake books
['others'],motorcycle necklaces
"['others', 'others', 'others', 'others']",aisle vertical version decorative painting
['others'],ordinary education books
"['others', 'others', 'others', 'others', 'others', 'others']",teeth washed tooth powder
['others'],live natural jewelry stone
"['shoes', 'shoes', 'others']",counter genuine spring and summer sandals
"['others', 'others', 'others', 'others']",domestic mat
['others'],infant 18 years milk powder
"['others', 'makeup, perfume, beauty tools and essential oils', 'others', 'others']",college entrance examination books
"['others', 'makeup, perfume, beauty tools and essential oils', 'others', 'others', 'others', 'others']",diamond european greeting cards
['others'],professional national books
['others'],equity books
['others'],children's kindergarten sports toys
"['makeup, perfume, beauty tools and essential oils', 'others', 'others', 'makeup, perfume, beauty tools and essential oils', 'makeup, perfume, beauty tools and essential oils']",sample cream
"['luggage, leather goods']",domestic lunch bag
['others'],gigabit power supply switch
['others'],21 century management class books
"['others', 'others']",universal yi guo
"['bottle drink', 'bottle drink', 'bottle drink']",wine vinegar
"['others', 'human face', 'others', 'others', 'others', 'others']",every day books
['others'],color pictures classic books
"['shoes', 'bottom clothes (trousers, pants, etc.)', 'others', 'shoes']",ethnic style embroidered casual pants
"['others', 'others']",digital business thyristor
"['human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'skirt & dress', 'luggage, leather goods']",pattern european and american style dress
"['skirt & dress', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",retro spring and autumn dress
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",japanese-style gold foil stickers
"['others', 'others', 'others', 'toys', 'others', 'others', 'toys']",i do not know students books
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes', 'shoes']",spring square head low-top shoes
"['bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'bottom clothes (trousers, pants, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes']",hip hop big virgin clothing suit
"['shoes', 'others', 'shoes']",counter genuine low shoes
"['shoes', 'shoes']",cartoon indoor shoes
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",handsome slim polo shirt
['others'],more popular textile wash pillow
"['shoes', 'top clothes (coat, jacket, shirt, etc.)', 'furniture', 'bottom clothes (trousers, pants, etc.)', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'shoes']",large fashion clothing suit
"['snacks, nuts, liquor and tea', 'snacks, nuts, liquor and tea', 'others', 'others', 'snacks, nuts, liquor and tea', 'snacks, nuts, liquor and tea', 'others']",outdoor compression pastry
"['toys', 'others', 'toys']",young girl candy
"['bottom clothes (trousers, pants, etc.)', 'luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes']",korean version of striped casual pants
"['top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",domestic spring and summer models shirt
"['furniture', 'top clothes (coat, jacket, shirt, etc.)', 'luggage, leather goods']",big boy british style coat
"['top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",fresh preppy style sweater
['others'],sales in cd
"['others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)']",net red irregular hair accessories
"['others', 'others', 'toys', 'toys']",series model toys
"['others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'top clothes (coat, jacket, shirt, etc.)', 'others']",seamless kitchen hook
"['human face', 'top clothes (coat, jacket, shirt, etc.)', 'shoes']",thin section of the spring and autumn sweater
"['accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'others']",elegant ladies diamond hair accessories
"['others', 'shoes', 'others', 'luggage, leather goods', 'others', 'others']",snoring children's books
['others'],office study ornaments
['others'],fen five years liquor
"['toys', 'toys', 'toys', 'toys']",off-road series educational toys
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",rafi summer line
"['others', 'others']",genuine books
"['others', 'toys', 'toys', 'toys']",5th season educational books
"['others', 'others', 'others', 'others', 'others']",roof appliqués pendant
"['top clothes (coat, jacket, shirt, etc.)', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'bottom clothes (trousers, pants, etc.)', 'bottom clothes (trousers, pants, etc.)', 'human face', 'luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'shoes']",sports loose big yards women's
"['shoes', 'top clothes (coat, jacket, shirt, etc.)', 'shoes', 'top clothes (coat, jacket, shirt, etc.)']",newborn a month warm coat
"['luggage, leather goods', 'top clothes (coat, jacket, shirt, etc.)']",shining girls sports t-shirt
"['others', 'others', 'furniture']",double ice silk mat
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'toys', 'others', 'others', 'others', 'others', 'others', 'others', 'toys']",star marr photo wall
"['others', 'others', 'others', 'others', 'toys', 'others']",genuine books
"['luggage, leather goods']",lengthened breathable hat
['others'],professional genuine books
"['shoes', 'top clothes (coat, jacket, shirt, etc.)']",summer printing polo shirt
"['others', 'others', 'toys', 'toys', 'others', 'others', 'others', 'others', 'others']",hundred days feast baby festive decorations
"['top clothes (coat, jacket, shirt, etc.)']",imported striped fabric
"['others', 'others', 'human face']",seamless gradient wig
['others'],facilities mechanical books
"['top clothes (coat, jacket, shirt, etc.)']",out of stock sweater
['furniture'],dormitory thick fiber quilt
"['shoes', 'shoes']",totem basketball shoes
"['others', 'others', 'others', 'others', 'others', 'others', 'others', 'others', 'others']",universal folding nets
['others'],semi-automatic hose
"['top clothes (coat, jacket, shirt, etc.)', 'others', 'others', 'human face', 'others', 'others']",embroidery trendy brand t-shirt
"['bottom clothes (trousers, pants, etc.)', 'shoes', 'shoes']",little straight casual pants
"['bottom clothes (trousers, pants, etc.)', 'bottom clothes (trousers, pants, etc.)', 'bottom clothes (trousers, pants, etc.)']",stretch summer jeans
['digital supplies'],original hynix memory
"['top clothes (coat, jacket, shirt, etc.)', 'human face']",chinese qi nian shirt
['others'],language books
"['others', 'others', 'others']",living room small objects ornaments
['others'],endurance books
"['human face', 'shoes', 'skirt & dress', 'shoes']",mercury french dress
"['skirt & dress', 'human face', 'accessories (jewelry, clothing accessories, belts, hats, scarves, etc.)', 'luggage, leather goods', 'bottom clothes (trousers, pants, etc.)', 'top clothes (coat, jacket, shirt, etc.)']",thin section professional shirt
